LIF SNN Neuron Firing Log — Foci
Parameters: tau_leaky=40us, v_thresh=0.8V
LIF Resolution: 15° per neuron
Date: 2026-03-30 05:02:22
======================================================================
  True Angle  Servo Pos  Fire Time (s)   Neuron Angle
          10         55       0.070053          165.0
          10         55       0.078062          180.0
          10         55       0.091875          180.0
          10         55       0.099915          180.0
          10         55       0.102183          180.0
          10         55       0.104503          165.0
          10         55       0.111586          180.0
          10         55       0.122467          165.0
          10         55       0.150997           15.0
          10         55       0.337830          150.0
          10         55       0.344902          180.0
          10         55       0.346438          165.0
          10         55       0.355823          165.0
          10         55       0.359164          195.0
          10         55       0.367016          165.0
          10         55       0.367016          180.0
          10         55       0.372729          165.0
          10         55       0.378461          180.0
          10         55       0.386042          315.0
          10         55       0.390094          180.0
          10         55       0.426157          180.0
          10         55       0.428316          180.0
          10         55       0.437719          180.0
          10         55       0.449532          180.0
          10         55       0.461614          165.0
          10         55       0.906721          165.0
          10         55       0.935174          165.0
          10         55       0.942418          165.0
          10         55       0.945126          180.0
          10         55       0.952352          180.0
          10         55       0.955077          165.0
          10         55       0.964973          180.0
          10         55       0.974891          180.0
          10         55       0.982817          165.0
          10         55       0.984722          180.0
          10         55       0.985753          165.0
          10         55       0.996071          180.0
          10         55       0.998231          180.0
          10         55       0.999270          165.0
          10         55       1.004637          180.0
          10         55       1.005694          165.0
          10         55       1.006723          180.0
          10         55       1.009359          180.0
          10         55       1.012537           60.0
          10         55       1.014237          165.0
          10         55       1.015269          180.0
          10         55       1.020437          180.0
          10         55       1.022327          315.0
          10         55       1.023883          180.0
          10         55       1.041014           75.0
          10         55       1.043182          165.0
          10         55       1.054071          180.0
          10         55       1.055729          165.0
          10         55       1.063573          195.0
          10         55       1.069226          180.0
          10         55       1.081176          180.0
          10         55       1.082426          165.0
          10         55       1.090512          180.0
          10         55       1.091977          165.0
          10         55       1.093418          180.0
          10         55       1.100054          180.0
          10         55       1.101516          195.0
          10         55       1.109590          180.0
          10         55       1.110957            0.0
          10         55       1.119077          165.0
          10         55       1.120336          180.0
          10         55       1.128492          180.0
          10         55       1.130882          135.0
          10         55       1.137872          180.0
          10         55       1.154808          180.0
          10         55       1.162882           15.0
          10         55       1.165985          180.0
          10         55       1.169668          180.0
          10         55       1.171047          165.0
          10         55       1.175344          165.0
          10         55       1.175344          180.0
          10         55       1.179250            0.0
          10         55       1.180288           15.0
          10         55       1.184739          150.0
